image_id,captions
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2881441125_b580e3dd4b.jpg,One child emerges of a three children doing a face .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3638908276_b1751d30ff.jpg,A man in a blue coat skateboarding on a brown ramp
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1994416869_4dd769a806.jpg,A girl is sitting on a floral tunnel holding a toy in her hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3530087422_7eb2b2c289.jpg,A man in a white and orange uniform is leaning on a skateboard on a track .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1141718391_24164bf1b1.jpg,The two people are crossing a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1234817607_924893f6e1.jpg,A person wearing glasses stands and looks at the camera that is and a little girl is standing behind them .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3015368588_ef0a06076d.jpg,A softball player playing cricket while a player in blue background
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/417577408_eb571658c1.jpg,A dog running through a wooded area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2555521861_fc36fd3ab0.jpg,Two boys parachutes into a mud puddle .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1153704539_542f7aa3a5.jpg,A play cricket player into the air with a bat .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/940973925_a2e6d7951c.jpg,kids are playing ball in front of a white building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3565655045_8eb00b7423.jpg,A scuba diver wearing a red and orange wetsuit is standing in the rocks between some small rocks and lake and mountains in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3528902357_be2357a906.jpg,A man holds a bike trick in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3627076769_3b71e73018.jpg,Three girls are playing a guitar while playing a guitar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/394463341_5311c53783.jpg,The three dogs are playing with a red ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/276356412_dfa01c3c9e.jpg,The dog jumps to catch a ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3628059004_5c3529b120.jpg,A woman stands near a white guitar and a person standing over some guitar .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3558251719_3af5ae2d02.jpg,A man training a dog to jump a rope at a dog .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/399679638_d3036da331.jpg,Two dogs play in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3259992638_0612a40288.jpg,A group of people are performing signs with signs at a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3604314527_5077cd9d43.jpg,Two people in racing suits riding a blue motorcycle .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3039675864_0b7961844d.jpg,A shirtless man is riding a bike whilst a person in the background is passing behind a man in a red jacket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3643684616_9d2be87a5a.jpg,Several women are sitting and sitting in a small table looking to the top are playing a guitar in a mall .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/152029243_b3582c36fa.jpg,A mountain biker is descending a hill through snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3395173129_f0ac0a1ed4.jpg,Two men are standing in front of a restaurant .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2616009069_82561da2e5.jpg,A dog runs through a field of yellow flowers .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3760400645_3ba51d27f9.jpg,A little girl is running through a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3019667009_20db160195.jpg,Two people stand in the dark of a red wall .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2746910139_77ba5be2c5.jpg,a little child playing a blue water game in a river .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/54723805_bcf7af3f16.jpg,A hiker is standing on a mountaintop .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3649384501_f1e06c58c0.jpg,A child in the blue and red striped shirt is smiling at the camera .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1425485485_d7c97a5470.jpg,A young boy with brown hair and a jean sweatshirt is holding a stuffed animal .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2272750492_91e8f67328.jpg,A skier takes to great heights on a snow-covered mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3590593467_be497a6139.jpg,A person rides a four-wheeler while he and spectators behind behind .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/174466741_329a52b2fe.jpg,A little girl in a green jumper and white shirt stands and walks holding a pink bag .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3426962078_13e87e10de.jpg,A man in a black coat and coat in front of a crowd of people .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2695961935_a2a6338f26.jpg,A dog jumps over a barrier in a grassy area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3293642024_e136b74a55.jpg,Two kids with their arms around each other in a collision on a board .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3041384194_04316bd416.jpg,A person and a girl are playing in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3260214530_7179346407.jpg,A woman holds a little girl in a red skirt and a beard .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2818735880_68b3dfe1f5.jpg,A man is walking their way through a field of leaves .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/500308355_f0c19067c0.jpg,A woman is playing with a dog in a park while a black dog is nearby .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/766346887_a9a9d0637a.jpg,A child jumping on a metal slide .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3154886184_ac842655b6.jpg,A man in blue and white is on a ramp with his bicycle .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/241347067_e58d05dbdc.jpg,"An American footballer in a red outfit is attacking the player in white who is running with the ball , whilst other players are nearby ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/453756106_711c20471a.jpg,The two dogs with clothing are playing with a red ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/307321761_606fc91673.jpg,Several little girls stand in the rural road .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2312731013_1a3a8e25c6.jpg,a black dog sits in the middle of a bunch of snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3353962769_ba48691bc6.jpg,A white motorcycle rider is driving through deep and muddy bike .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2939197393_93dc64c4bb.jpg,A person rides a bike through the woods .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/118187095_d422383c81.jpg,"Two kids , one in small and one small , the other in brown , riding small in a parade ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3326273086_e09e845185.jpg,A dog wearing a red coat plays in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2565685680_c30972455d.jpg,A black dog and a brown dog are running through the water towards the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2844747252_64567cf14a.jpg,Two dogs in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2991771557_d98fa0a69f.jpg,A snowboarder is in midair near a hill and a jump .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3015898903_70bebb8903.jpg,Three young men in front of a red building smile .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/429205889_ff5a006311.jpg,A child is playing in front of a glass teammate and a woman is watching .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3564007203_df2b8010f1.jpg,A horse is looking at the lady 's elephant .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/429283612_37f6e7fb7f.jpg,A man is standing on a mountain while two women and they stand on a field
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/456512643_0aac2fa9ce.jpg,a dog runs across the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3517124784_4b4eb62a7a.jpg,A softball player swinging at a pitch .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1287982439_6578006e22.jpg,A dog with a collar stand in the water on the shore .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3198237818_cb5eb302f0.jpg,The two girls in the sand are walking on the beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3291255271_a185eba408.jpg,A person in a baseball jersey is running with a bat .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2272489996_95b0a62d15.jpg,Two dogs are running in a field of grass and one has a ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3522076584_7c603d2ac5.jpg,A man is attempting a jump through the air whilst other black is in a bike jump .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1417637704_572b4d6557.jpg,Two children on a car in front of a car car .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3144705706_391d7b77c7.jpg,Child chases little playing in a pile of snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2196050115_e236d91f52.jpg,A man holds a stick at a target at the top of a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3308488725_f91d9aba27.jpg,A boy in blue jeans is on a playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2805873509_4f68afc4b4.jpg,A man with a red hat and blue pants is standing on top of a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1287064529_aa4e4f3c31.jpg,A dog in a red coat is running across a snow track .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3475552729_a3abd81ee6.jpg,A child is holding a soccer ball in his hand .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2367317953_503317493e.jpg,A woman with a colourful bandanna and a woman with a bandanna are running towards the ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3242919570_39a05aa2ee.jpg,a white dog is running through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/548751378_c657401312.jpg,A child is running in the dirt carrying a toy .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/412101267_7257e6d8c0.jpg,Two dogs play in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2561212119_1af8cb9b5d.jpg,A dog with a red toy in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/746787916_ceb103069f.jpg,A small white dog runs across an orange lawn .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2195620255_6693479734.jpg,a dog runs through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2447289477_e888df561d.jpg,Four adults are dancing on a brick wall
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2396669903_5217a83641.jpg,A man holds a large orange leash on the top of a large rock .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3175446111_681a89f873.jpg,a man is riding a big brown horse at the beach at the beach
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/390992102_67fa31b22f.jpg,"A man walks across a snowy , snowy mountain ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3633396324_c4b24b1f51.jpg,Man in a red sweater giving a thumbs-up of people in a crowd of people .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3154709407_9b0778cbeb.jpg,The basketball player looks back into the orange team .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2562347802_c049a2ba88.jpg,Two dogs run in a field outside .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3360823754_90967276ec.jpg,A snowboarder wearing a yellow helmet is jumping over a snowy hill .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/252578659_9e404b6430.jpg,A dog with a Frisbee in its mouth is running in a grassy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3431101934_99a6c55914.jpg,Two girls in blue and blue coats are in a park swing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3490867290_13bcd3a7f0.jpg,A man is smiling at the camera and the girl is holding a paddle of boots .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3587781729_bd21ce7b11.jpg,A blond haired boy on a swing .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2328106090_b7c2725501.jpg,A boy is riding a unicycle in the street .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2299859649_07ca44a222.jpg,A toddler in blue coat is walking past a mountain .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3491013009_572cf2c18a.jpg,A young boy is holding a football surrounded by flowers .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/282960970_574aa1ba49.jpg,Four girls ride a riding at the playground .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3403797144_53e49412ec.jpg,A man is wakeboarding over a white wave .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3368207495_1e2dbd6d3f.jpg,Two dogs are running in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3515665835_22e6fb1193.jpg,A dirt bike flies through the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2125454445_5c5c4bf906.jpg,A white dog and a black dog .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2444339090_bf7b3211f4.jpg,A white dog running on the sidewalk beside a road
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3532028205_9ddd7599f8.jpg,A hockey player wearing a red and white coat is running .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3248220732_0f173fc197.jpg,A skier splits to the sky .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/295433203_8185c13e08.jpg,A brown and white dog carries a brown ball in its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/426920445_d07d1fd0f7.jpg,The dog returns the ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2661437618_ca7a15f3cb.jpg,The dog is wearing a red shirt with a red Frisbee on its mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3556485995_9cd40269e9.jpg,A person in a green and white uniform looks down .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3337046794_296bd2c7e0.jpg,A black dog running through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3456579559_b5c8927938.jpg,A skateboarder is jumping in the air on a brown rail .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2875658507_c0d9ceae90.jpg,One monkey jumps behind another monkey on top of a wooden log .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2259336826_0cb294e1f7.jpg,Two men lean against fence on a snowy and white umbrella .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/171488318_fb26af58e2.jpg,A dog is being splashed through some dry cracked and white waves .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/524031846_28b11bc0e5.jpg,A kid is jumping up backwards in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2917843040_7c9caaaa8a.jpg,A person wearing a red and white outfit is jumping through a high jump into a field of water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2337919839_df83827fa0.jpg,A young boy chases a young girl to run past a soccer ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1197800988_7fb0ca4888.jpg,three people walking across a wood path at the park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2343879696_59a82f496f.jpg,A woman tosses a toddler in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3726019124_f302b3d48a.jpg,Two people parachutes into a field near a grassy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2602415701_7674eb19e4.jpg,Four boys jumping into a pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3283368342_b96d45210e.jpg,A woman and a dog stand before a fence .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3373870185_f79163fa51.jpg,A bird flies into the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/429174232_ddd4ff5e0b.jpg,A male topless man is skating on a wooden beam
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2833582518_074bef3ed6.jpg,a dog runs in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1956678973_223cb1b847.jpg,A young couple runs through a field with trees .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/506343925_b30a235de6.jpg,"Dog on sand , running on a snowy dirt road ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3423225860_16e26eef74.jpg,A man with a tennis ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/781387473_208ba152b3.jpg,A little girl and her stuffed monkey seated on a ride on a beach trail .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3212625256_685bc4de99.jpg,A child is riding a blue pole outside .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3293751640_d81a6f3a0c.jpg,Young man in front of a white building with a building in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3185645793_49de805194.jpg,A distorted picture of a bike rider 's lead in his mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/503794526_603a7954d3.jpg,A boy wearing a blue shirt and jeans is swinging on a rope swing in a park .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3574627719_790325430e.jpg,Three young men embrace together .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1931690777_897a7d8ab6.jpg,Four boys wearing life jump running next to a pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2288315705_5f4c37d932.jpg,A white dog with brown spots running on a rocky beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3341077091_7ca0833373.jpg,A skateboarder in midair while another boy watches in the air .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2097420505_439f63c863.jpg,a couple of mountain posing for a mountain in the mountains .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3107463441_7c68606450.jpg,A person is walking through a field in an empty forest .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2855695119_4342aae0a3.jpg,a brown and white dog is running on a sandy beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3349194268_0ee555c9a2.jpg,A child in a striped jacket holds a bun to his mouth .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2924483864_cfdb900a13.jpg,A dog is running in a race .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2344898759_5674382bcd.jpg,A girl in front of a large wave on the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2460134050_06de9f5c4a.jpg,Two dogs run through a field of grass and one has a blue toy .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1473250020_dc829a090f.jpg,A rock climber is standing by a stream holding a rope .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3644142276_caed26029e.jpg,Two children with brown hair hanging onto a rope as they climb to a group of people .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2252123185_487f21e336.jpg,A wide stadium is being player in front of an area of people on a beach .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2993049054_611f900644.jpg,A white and a black and white motorcycle race .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2181117039_c4eea8036e.jpg,Little boys in school uniforms over a small red dog through the field of animal
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2278110011_ba846e7795.jpg,A boy in a green sweatshirt stands in a grassy area outdoors .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/121800200_bef08fae5f.jpg,The person is climbing the side of a cliff .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2467803152_70eeca1334.jpg,A brown and a black dog in a grassy field running .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3030793171_55cd646eed.jpg,The small brown dog is running in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3737492755_bcfb800ed1.jpg,A little girl is wearing a blue and blue hat with a black bandanna and is in a red and yellow uniform .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/457631171_12b1aee828.jpg,A group of people walk in front of a rock formation .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3270047169_2ed289a9af.jpg,A boy is riding a skateboard down a metal handrail .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2735158990_56ff6bf9b0.jpg,A dog jumps to catch a ball in a grassy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2939475047_84585ea45c.jpg,"An American footballer in a red outfit is attacking the player in white who is running with the ball , whilst other players are on the opposing team looks on ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3339586622_a7676b30e1.jpg,A man in a white helmet is doing a high jump whilst on a rock bike .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3124964754_2e8a98fb09.jpg,A rider is riding a skateboard in a race jumping on a hill .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/534313000_4ad39c7ee0.jpg,A brown and a black dog are running through a grassy field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3397803103_8a46d716f4.jpg,Dog running in snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3275527950_41aca690a1.jpg,two people play soccer in the ocean .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2561295656_4f21fba209.jpg,A person with swim cap and goggles taking a breath in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3537806062_c50d814aba.jpg,The dog is in a field of dogs .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2857609295_16aaa85293.jpg,A Jack Russel terrier catching a Frisbee in midair .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2148695079_9ae6a9b1c7.jpg,The white dog is running through the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3372340429_91c4f4af30.jpg,Three dogs play in the snow .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2021602343_03023e1fd1.jpg,A basketball player has his ball .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1423997242_ea2189ec5e.jpg,A man in heavy clothes walks on the side of a hill with mountains in the background .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3429351964_531de1bf16.jpg,Woman in green coat riding the green bike in a green place by a green building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2976350388_3984e3193d.jpg,A seated woman is riding on a dirt road in a race .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2918653119_f535fc25c4.jpg,A skateboarder is riding a rail on a wooden rail .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1236964638_1808784a3c.jpg,A little boy is jumping into a swimming pool towards the ocean .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3090957866_f1b2b7f214.jpg,Old man in red jacket and red cap walks down sidewalk with a crowd on it .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2180480870_dcaf5ac0df.jpg,a dog runs in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2452334314_a7c443a787.jpg,a horse jumps over a log .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3664297064_a4d45cbbbc.jpg,The blond and blue man is sitting by a fire on a horse .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3608849440_e7d2bed29f.jpg,A woman is standing near a team of flag playing cricket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3149038044_c7c94688c6.jpg,A boy in blue with a soccer ball just are standing in the grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3240094420_a9eea11d39.jpg,Four young Asian women are posing in front of a window
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3497237366_366997495d.jpg,A guy in a white striped shirt is going up for a picture
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/667626_18933d713e.jpg,A girl in a bathing suit is walking through water on a sand dune .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3405759441_fb31c80240.jpg,A man is running through a field of tall grass .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/458004873_f084c47a88.jpg,a snowboarder jumps over a bench .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1466479163_439db855af.jpg,The dog runs through the field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2367816288_7c2d11d3c5.jpg,A child in blue and white shirt does a soccer ball on a grassy area .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3625957413_e475943aa3.jpg,Two lambs are running in a field .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3206058778_7053ee6b52.jpg,A woman is standing beside a green fence holding a tennis racket across the floor .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1670592963_39731a3dac.jpg,The dog is running .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2592711202_55f8c64495.jpg,A girl is standing in a yard holding a bucket .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/519059913_4906fe4050.jpg,A brown-haired boy in swim trunks is flipped backwards over a swimming pool .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2698487246_e827404cac.jpg,Little kids run through a field with a group of spectators .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3441511444_b031585b45.jpg,A man in a sweatshirt and a pink vest is standing in front of a glass building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2671602981_4edde92658.jpg,The little boy in the black shirt is jumping into the water .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2825483885_3f7c54db3e.jpg,A woman on a bike is riding on a dirt road in a forest .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1277743944_f4e8c78403.jpg,"A small , fluffy dog is running on a beach ."
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/1732217138_aa0199ef87.jpg,Two people in white suits are sitting in a wood chair in front of a white building .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/2623939135_0cd02ffa5d.jpg,A woman in an orange shirt holding a sea pose .
/content/drive/My Drive/Flickr8k_Dataset/Flicker8k_Dataset/3251906388_c09d44340e.jpg,The white dog is running through the snow .
